"a1","a10","a11","a12","a13","a14","a15","a16","a17","a2","a4","a6","a7","a8","a9","c1","c10","c11","c12","c13","c14","c15","c16","c17","c2","c4","c6","c7","c8","c9"
-4390,63000,405400,-510600,246000,797600,388000,427000,748000,305800,-105000,-288000,57500,-160000,48500,1760000,250000,-238000,184600,92000,-350000,-362000,-235000,-494000,-139000,96000,328000,222000,350000,2541000
-217000,-1136000,-1350000,-19530,1763000,704000,3000,-25600,-7030000,-468000,1777300,-113140,-238000,1900,-44800,2065000,-250000,350000,62830,-1881000,-689000,-2300,446800,-1050000,-282300,-1771700,78640,-459000,-16410,12200
3349500,420,-1030,0,1370,-72000,-290,-1620,-19100,-1020,-30,-510,-2230,400,-1840,-3003000,11110,30790,27900,-1370,37700,-60,280,1210,268710,100,2470,1380,-120,3750
-173470,-13200,-2890,560,5550,-14300,170,-1660,-266000,-5450,3950,610,-39730,0,-2010,-4230,161400,11890,-910,-8510,-21260,130,1500,-39300,58780,-7510,5290,11530,1680,0
560,-37000,-1820,6190,220,2230,-696000,-910,-290,5110,1920,-130,5140,-1490,130,4618270,4079900,8878860,4912370,64050,1656070,7016000,420,3977700,4150390,10260,950130,7732990,363000,1048470
-190560,-269800,-465000,-2100,9400,1928000,-2180,-405500,-122000,185000,6700,-76900,-34300,290,-41190,4560,-42300,-163800,48800,-25940,-2089000,0,39500,145000,-160000,30700,792900,251900,13480,1530
-21190000,-2300000,-11300000,-8320000,-1570000,-15100000,-2382000,-6e+06,-3100000,17400000,-5790000,-14480000,-24400000,-5e+05,-3420000,1870000,-5500000,-3610000,15720000,-2530000,1300000,2792000,-8e+05,-9400000,-1.1e+07,28190000,12980000,26200000,1860000,1150000
-380000,1240000,-4120000,-1043000,190000,930000,-142000,-2022000,-260000,-2e+05,-170000,-836000,-1375000,372000,94500,-170000,-1230000,-768000,1743000,-526000,-80000,-209000,2132000,-1374000,360000,160000,143000,3135000,-372000,179000
-511300,3691000,1013000,-3193000,-649080,-664900,92000,30100,-265200,-451000,254000,-20300,105000,276300,47600,-33700,-3130000,-220000,1253000,157080,116900,376000,31800,431200,325000,-283000,316700,3561000,-109000,186800
-381700,12000,-11000,-115000,95000,-229000,-25010,-119000,-316000,124000,-193000,-286300,-253000,179400,47000,83700,-513000,-218000,543000,-93000,-70000,33310,-203000,-238000,150000,110000,307300,391000,-164000,49500
-239000,-132000,393200,4450,-174000,0,14500,92500,-220000,-61700,411700,2800,58300,23100,56000,-18000,-39000,-458700,472100,310000,31500,-1000,-67100,-128600,-14400,-334500,24500,25000,3400,29200
-2590,-7980,-8300,3770,-4950,-20692740,3270,150,-3080,-1120,1140,-750,1440,36350,-3130,-640,-650,1338200,-310,2210,-4230,-1940,2510,490,1800,-1280,2610,1280,-40280,80
-2502000,-130000,-1e+06,1110000,2650000,-680000,6400,-9939000,-2060000,-180000,130000,-1931000,-1420000,782000,-1154000,262000,770000,2e+06,4160000,-3e+06,-5e+06,230300,3499000,320000,-560000,-840000,4411000,2400000,-60000,-197000
-32660000,8e+06,-18800000,-9500000,6e+05,-7100000,-2780000,-13200000,-9400000,9800000,3900000,-15300000,-3300000,4300000,-2950000,6960000,3200000,-1.1e+07,21200000,1700000,1800000,3180000,3900000,12900000,-6700000,-5e+05,8800000,19600000,-3400000,1960000
-573270,-50000,-479000,-144200,-77900,31900,-23730,-121500,9900,316000,122800,-289100,-144000,-8900,-43290,12070,-393000,-90600,205200,-5400,-69600,6730,116500,26000,-386300,538000,-32900,599000,18300,-10
-4520000,1050000,-4190000,1e+06,310000,6850000,-80000,-140000,1100000,2660000,-1170000,-1670000,-3130000,720000,580000,180000,-3630000,180000,980000,-2340000,-11250000,1090000,-4110000,-7530000,5120000,1480000,1570000,2240000,430000,-1200000
576100,3893600,5460,-15650,29000,268000,148280,-722300,5535000,36289100,-107700,3200,-840000,238350,1008500,-23000,-3778000,752660,31750,-221760,-404300,-129900,-18770,-6184840,-29470000,42200,101600,-1538100,-207300,-991900
-3300000,5070000,-180000,270000,2300000,-4190000,-210000,-6600000,-3050000,4070000,-520000,-1310000,-4400000,970000,452000,1840000,-6150000,-2530000,4600000,-3940000,7160000,970000,1530000,-4590000,430000,630000,1950000,-2920000,-520000,-198000
1.9e+07,-1e+07,2.3e+07,-9e+06,-1.5e+07,1.1e+07,-9e+06,-1.2e+07,-2.1e+07,-3e+06,3e+06,-4e+06,-9e+06,-2.1e+07,-2e+07,-1.2e+07,4e+06,-2.1e+07,1e+06,2.5e+07,1.6e+07,-4e+06,1.3e+07,2e+06,8e+06,2e+06,1.2e+07,6e+06,2.2e+07,7e+06
-1010000,4510000,-632000,528000,2550000,-4957000,-9300,-4921800,-870000,-213000,213000,-174000,-3447000,1054200,-1701800,1360000,-2850000,1272000,2676000,-4134500,-71000,262600,4991800,-390000,973000,-609000,3080000,1007000,-227000,9500
-2020,880,1184100,-1660,0,-1105340,0,-2240,4980,-233000,0,1850,-510,-1480,0,0,-2830,-594000,2550,0,4240,0,9630,-9400,593000,0,-1850,1930,0,0
860000,0,4e+05,450000,-2e+05,-170000,-1e+06,-6e+05,-7e+05,1e+05,-930000,-6e+05,0,-8e+05,-9e+05,-2e+05,-4e+05,-850000,0,9e+05,1070000,-1e+05,8e+05,-40000,-2e+05,830000,9e+05,-2e+05,1e+06,3e+05
-751000,65680,-29330,-80,35970,15800,900,-3460,-150060,-710,-12970,-2448,4970,46290,1440,-159400,-51400,-4690,15800,113000,-31910,570,0,190,2490,2110,11298,-9670,175500,-1270
-8710,-6580,-3230,28370,11660,-550140,-250,-230,-5280,13270,410,-12580,-5260,1260,-960,-230,-670,17720,-28850,-11640,-380,610,212250,1780,500,770,251980,119760,680,730
-2480000,990000,-5010000,-1610000,-2e+05,20000,-330000,-4110000,-3970000,2610000,680000,-2660000,-260000,610000,-310000,490000,-1e+06,-2380000,3710000,-430000,790000,590000,1570000,1910000,-5e+05,510000,1940000,1530000,-440000,370000
-161600000,43900000,-687400000,-7e+07,75400000,321300000,-31200000,-700400000,-3.26e+08,-3.8e+07,4.3e+07,-100800000,-9700000,-56100000,77200000,1900000,114900000,-10500000,1.04e+08,-89800000,-299600000,249500000,31700000,-1.07e+08,1.23e+08,-95800000,102800000,196700000,30500000,9e+06
-13100000,6e+05,-19300000,-3470000,2610000,5300000,-1080000,-9080000,-7e+05,3400000,2380000,-6940000,8e+05,1670000,-1890000,4100000,6e+05,-5e+06,6770000,-1910000,-2300000,2590000,5580000,3700000,-3200000,1e+06,4090000,4700000,-450000,1490000
11200000,9.7e+07,-4070000,-5380000,4200000,-15560000,50300000,50000,24200000,5500000,5900000,-22400000,43300000,2700000,1230000,-6700000,-59700000,-1410000,6850000,-6400000,3060000,-17500000,1760000,-32520000,-3100000,-1210000,143600000,-32100000,11600000,-3320000
2940,43680,0,0,-24190,1960,-8300,0,3305400,-1730,0,-2430,860,7460,-2250,-2940,-29200,0,0,36090,-150,-1470,0,-3195000,0,8130,0,544460,-7460,2380
-131440,-58650,8830,0,-70350,2010,-9040,40240,1583000,89500,1960,8640,150000,71480,-7340,-570,88650,-4330,0,949950,68690,1360,-30400,-1584000,-74400,370,-8140,420000,-70990,4870
3e+08,-1.2e+08,4e+08,1.19e+08,7e+06,-1.57e+09,-9.15e+08,-3.6e+08,-4.504e+09,-6.1e+08,1.3e+08,-2.211e+09,2.4e+07,-4.18e+08,-3.38e+08,-1.39e+09,-7.36e+08,-6.03e+08,2.76e+09,-5.3e+07,-1.339e+09,2.255e+09,-5.48e+08,5.84e+08,-1.5e+08,-8e+08,3.751e+09,1.25e+08,1.978e+09,2.41e+09
-76000,-4360000,-9000,288000,-175000,-791000,37000,-462000,-15000,159000,-82000,-2501200,15000,70400,-47000,27000,9020000,-130000,-43000,343000,-262000,67000,174000,173000,-81000,43000,-19300,118000,432000,531000
-1840000,5970000,-602000,506000,1220000,-3950000,-9000,-5303000,-1170000,-510000,-385000,-882000,-2298000,1302000,-829000,1640000,-3630000,1462000,3774000,-2486000,230000,136500,2143000,580000,720000,-471000,2562000,1768000,-571000,-105900
-6800000,9400000,-9800000,6600000,2950000,-12200000,-720000,-12740000,-2500000,-24800000,2e+05,73400000,-47680000,-9790000,-4870000,1e+05,-11900000,-18520000,-6700000,58100000,-240000,260000,15740000,-11140000,3.5e+07,-27090000,-77440000,24080000,92190000,780000
-22670,-1601000,-8900,-1210,1660,-4200,-1310,-11700,-21510,17600,2260,-4520,-620,-13500,-90,1620,368000,-15080,7910,-1830,7200,1750,-1630,-4430,-22520,7250,11820,-2460,14300,5140
1100,-150,-19230,490,1930,-505800,-160,-130,-10030,1540,0,-1590,-380,-220,-110,-1610,150,3520,-220,-2110,1020,320,-2050,3550,-3250,1390,7410,2760,1200,270
-1642700,1162000,308000,-634200,7000,-1898000,-16700,-185000,-2377000,240000,-47000,-435000,-1525000,-155000,134400,186700,-1055000,-354000,612200,-94000,331000,-17900,112000,797000,80000,13000,443000,715000,156000,-133300
3901000,153000,2124000,293000,-560000,50000,308000,-48000,1146000,-1582000,72000,-332000,206000,-35000,1447000,-1750000,-52000,-2124000,1591000,-1289000,-167900,-313000,-127000,-903000,-237000,120000,-10000,-325100,-293000,-1486000
-2660,-4760,0,0,0,0,0,-201000,-6070,0,910,0,1730,0,0,0,0,0,0,0,0,0,0,0,0,-890,0,-1730,0,2160
-3550000,1350000,610000,-577000,490000,-490000,-471000,-1390000,-1840000,990000,-761000,-672000,-640000,-80000,72000,460000,-2050000,30000,1227000,-873000,40000,1293000,340000,-340000,-450000,481000,682000,2160000,660000,293000
-4e+05,5960000,520000,2710000,5340000,1230000,1600000,2910000,2500000,2200000,1e+05,1180000,-1980000,2330000,710000,2e+05,-6470000,1120000,-1300000,-4820000,1700000,-6e+05,-1600000,-5160000,-3e+06,-550000,-1920000,3180000,-3e+06,-1110000
27000,-216000,-1139000,-2e+05,251000,1248000,349000,-490000,302000,229000,-52000,223000,-25000,513000,-157000,151000,146000,489000,-276000,-355000,-1431000,-85000,576000,102000,-225000,89000,-411700,240000,-259000,-70000
-391100,-424000,-1348000,-32430,-20030,944000,1100,-48800,-155700,57000,-381000,-1270,-24340,-17770,50,11900,1184000,-649700,102230,69730,-410000,15200,-8910,906700,310000,307000,10100,29940,31970,240790
-111800000,-5600000,-332500000,-8e+06,6100000,167800000,-2480000,-29410000,7.5e+07,51700000,11200000,-41900000,-14300000,1760000,-16800000,13100000,23800000,-40900000,29600000,4e+06,1e+06,1740000,14710000,3.3e+07,-26300000,1600000,26200000,49300000,-790000,4e+06
-79600000,17800000,41100000,2500000,6300000,-81700000,-3500000,-53500000,-31700000,20200000,-52600000,-22500000,-25100000,5600000,-10900000,1.2e+07,-31500000,-25100000,46600000,-12500000,2400000,13100000,15700000,-5300000,-17900000,43200000,19100000,63900000,-3e+05,40900000
71000,101000,42000,33800,-56000,-14000,-61000,3000,-175000,170000,101100,-55000,11000,-155200,25000,-166300,9000,-137300,37000,-19000,17000,77000,-62000,25000,-111000,-2000,-53000,87000,82200,-7000
-442000,607000,-250000,-23900,-1e+05,379000,-33560,-237000,170000,2318000,-102000,22000,-119000,39000,-24000,-172400,-740000,-233000,401200,12000,-341000,13060,116000,-1091000,-2821000,109000,494000,222000,-54000,-72900
-52000,-3518000,-99900,124300,190900,-168100,-4120,-93900,-63900,-105800,22000,2800,-5800,12940,6270,-5100,-151000,13100,-103400,-181500,600,12130,158400,91800,85800,-90400,11800,-7900,32800,-9270
-1007000,1273000,-1149000,-174000,5320000,-4977000,95000,-902000,-3170000,-2666000,349000,34000,-4310000,-242000,-1507000,204000,-1755000,-138000,1181000,-6577000,-111000,437000,2572000,-240000,-603000,346000,810000,14840000,101000,171000
-2700,-3270,12860,-5170,-443200,8600,2900,5980,211000,2100,-8850,7070,900,5070,8330,800,-3680,40400,7280,380200,-6300,5300,-3100,-278600,-6160,-4310,-7140,-13500,1860,-6450
-2920,2190,-22130,0,1870,-269000,0,-10280,-8350,280,1380,0,-2590,0,0,3770,-2190,-2170,1750,-1870,-56000,1850,370,9450,430,-780,32200,2330,0,0
-1300000,790000,-80000,-72000,130000,-1400000,337000,-910000,-1690000,1500000,-760000,-813000,-1050000,290000,112000,-16000,-780000,-890000,682000,-514000,720000,232000,350000,-920000,-80000,80000,1443000,1470000,-1e+05,312000
70000,52100,-90000,-2280,-214500,-489000,101500,57900,-1956100,-28900,4100,-1290,-249800,6400,1180,-266500,6900,43000,21620,-49710,-2000,35000,-75790,379100,23800,4500,36980,-18900,5600,-2120
-2975000,-2580000,-15410000,-190000,2330000,2370000,5300,-3320000,-4750000,8690000,-880000,-2778000,-690000,269000,-251500,1385000,2180000,-680000,10710000,-1530000,-3320000,352900,990000,4150000,-5600000,3050000,4718000,10170000,1134000,419500
185000,69000,-802000,1703000,60000,142000,134000,-333000,-29000,-284000,1444000,-391000,-1022000,90000,-155000,320000,22000,1642000,-1909000,2089000,1633000,-531000,91000,130000,95000,-1919200,-437000,-30000,-220000,-25000
-3960,-919760,-1740,15510,680,4410,0,-390,-320,-90000,1420,-110,-810,0,1560,-2080,10760,1810,-17400,-2610,-830,0,830,374950,-10290,-1420,730,8370,1650,-1560
-4390000,2350000,-4170000,-520000,1840000,-3180000,-140000,-3580000,-3840000,4350000,-360000,-1370000,-2900000,480000,450000,1160000,-1410000,-890000,3910000,-1780000,-690000,930000,1810000,-1430000,-1500000,-270000,2590000,3300000,2330000,660000
53000,1145000,1594000,-4800,106000,185000,60700,-119300,2340000,5250000,-15000,20500,-630000,64100,302500,-429000,-1253000,-1613000,924600,-208800,-32000,57300,14500,-2904000,-4130000,81300,79600,-183800,53900,-283100
-7200000,3860000,-2930000,-350000,-4160000,-12830000,720000,1250000,2540000,1440000,-2070000,-790000,-960000,150000,-830000,470000,-6550000,-1180000,1750000,-3140000,850000,2200000,-2180000,-870000,-2590000,1780000,1940000,1330000,2660000,2190000
-785000,240000,-270000,-357000,18000,-501000,-118000,-623000,-860000,470000,1000,-540000,-264000,105000,86500,206000,-310000,-293000,825000,-124000,-256000,232000,122000,-150000,-50000,33000,614000,594000,-40000,110000
-340000,-72000,195000,-219000,-207000,-1561000,-186000,-307000,2097000,88000,-1e+05,-436000,280000,18000,-163000,1267000,882000,-311000,270000,267000,-85000,228000,480000,-2411000,165000,194000,180000,-39000,-339000,176000
-330,2630000,280,-88310,9740,-485530,80110,-363380,-369100,-2690,1674000,-2700,-1030,-1340000,-19580,450,-2680000,2200,129110,-8610,190,-56900,980,-46300,2810,80000,8770,38850,570000,680
470000,940000,-7770000,-88000,-150000,3290000,2320000,-2293500,-880000,-10000,-3371000,-82800,-460000,450000,10000,-590000,-1090000,-4610000,2744000,-549000,-3150000,810000,12303500,5250000,-270000,44000,1447600,290000,-390000,-158600
-808100,388000,-786000,18000,1063000,-413700,-1974000,-2100000,-1466000,2583000,-1891300,166000,2850000,1500700,1463000,47100,-599000,-20000,647000,-1210240,2307700,1804000,-991400,4766000,4310000,324300,3251000,-8392000,-758000,-1230000
-105900,92200,-1214820,-52100,-8630,-747000,-12610,-62760,-1750,-1770,5770,-7840,-12400,470,-6470,7600,-82400,21320,70200,3530,85000,10410,241060,112830,569590,-900,148000,17500,2270,62800
-144240,-264000,-356000,-89600,-79100,-166540000,-169100,-623100,-292000,353000,-3800,-52400,-718000,7200,-28600,54640,80000,710000,373600,2700,-103000,267100,72100,802000,-339000,34700,105400,310000,-31200,60900
-263900,51000,153300,-93200,69700,-38000,-15300,-96000,-186000,334000,19700,-32700,-140000,5000,13700,43500,-87000,-49000,216200,-98100,-75100,2640,-69600,-36000,-31000,39000,71800,341000,-4000,-8800
-85300,-81800,103100,1300,-30900,-10500,-20300,-5800,-114500,78500,5910,16700,187000,-14400,14750,1500,29800,-91400,81000,35900,-15700,103600,43200,463500,22000,8900,74000,149000,24700,6900
-196300,72000,-842000,-36600,-184600,35000,-113200,285300,-15188000,140000,678000,-162400,83000,-231000,-200,45300,383000,-210000,615800,-20500,21000,132200,-249000,297000,-648000,-388000,66000,-175000,-96100,54300
-458000,839000,-157000,-127100,14200,-480400,18300,-11100,-104000,108000,22000,-29900,104000,45200,5700,29900,-907000,-59300,257100,-18500,395400,-20100,-11400,30000,53000,-12000,-18400,25000,-75600,1110
-456000,-60000,-90000,-370000,-44000,-271000,-236000,-350000,-47000,40000,303000,-480000,181000,97000,-93000,266000,3e+05,-207000,643000,202000,110000,409000,189000,256000,480000,-120000,199000,350000,83000,239000
-439700,-2486000,-420000,220000,230000,-415800,8000,-2303000,316000,-2549000,-2000,-371000,-2219000,265000,574000,384700,141000,362000,-2609000,429000,267800,-78000,345000,537000,93000,2373000,2684000,3069000,-121000,-666000
-12110000,-1300000,6460000,-3010000,570000,-2410000,-9650000,-760000,4e+05,170000,-1330000,-2180000,7e+06,1350000,-50000,2720000,9200000,-2500000,4360000,-760000,420000,150000,-30000,-440000,-210000,1060000,820000,4600000,-1380000,30000
530,-90,-500,-1108,-14470,-13790,-1580,-1740,-4430,-341140,27300,-880,-3900,-9640,-9770,-120,-4580,-60,30188,-370,450790,1940,1340,6100,-1890,72000,3900,1280,-70,1370
-2777000,687000,-3591000,-49260,1955000,876000,75000,-13714000,-5605000,-7000,-84000,-193600,22000,-29800,8200,268000,-959600,-791000,1153760,-2269800,-837000,2622000,-189900,-248000,-24000,-78000,198600,-315000,280800,1152300
155000,66000,8800,-147000,-320000,-242000,-346000,815400,-109000,-40200,377000,-128000,257000,93000,-302000,-96000,391000,350000,136000,657000,-124600,-189000,-816800,-134800,20000,-244000,-321000,-295000,-262000,230000
-598700,-576000,-6059000,-66700,201100,3528000,-5930,-140200,981000,-581000,412900,-843300,237000,-18830,-21100,400,-103300,-623000,612700,787000,-3537000,12680,425200,1410000,258000,-1e+05,909300,2324000,8430,-21200
90000,5160000,870000,0,18740000,-12810000,-60000,-2860000,6e+05,1810000,-1400000,-140000,-3860000,2870000,-3340000,-2240000,-6090000,1440000,3980000,-19440000,-770000,640000,7910000,-9240000,-1110000,1870000,10280000,6540000,-830000,-270000
-221000,758000,-1020000,-449000,459000,1457000,4620000,-1920000,1740000,3860000,1309000,-18000,-230000,-1423000,-2143100,-138000,-40000,270000,2689000,-790000,1990000,-6632000,1440000,-310000,-5850000,-1688000,-59000,250000,-128000,888100
-183140,64700,3690,-1350,178000,-46710,-10,-12790,-42500,60400,8750,18200,-244800,-24400,-35050,36840,-144090,-4240,17170,-186830,23810,26090,102390,-31000,-77200,-10940,1126800,10700,3290,-380
0,2740,-542000,0,2030,-3.68e+08,1710,0,-390,-1900,-2110,0,1930,126600,-1650,0,-2740,12400000,0,-2030,0,-1710,0,4070,1620,0,1670,-10,-155000,0
680000,-60000,2090000,4270000,-3190000,7e+05,3e+05,250000,3918000,-7e+05,30000,540000,620000,-320000,130000,140000,110000,280000,-750000,-4483000,-210000,-940000,130000,610000,380000,240000,-680000,-590000,-210000,10000
-125000,-1386000,494000,-5830,139910,-2190140,6980,-2320,-1543800,-21500,-7720,-238000,-64200,34500,3120,-62000,-230200,-428000,754530,-139410,22640,84600,-3970,103800,507000,3920,1330000,85400,-36960,-10110
-24290000,-218600000,-2.2e+07,-1720000,3770000,6e+06,-1270000,-15010000,-23300000,10600000,-4200000,-5300000,-2700000,-7e+05,-1960000,3820000,58300000,-8480000,12620000,-5920000,-2e+05,3420000,-380000,-9900000,-6400000,3900000,5200000,1700000,10800000,9610000
76000,-739500,-163700,-17700,39800,126100,-40,217000,1620000,-60000,-69960,-61300,-589000,-18880,27300,4000,25800,-35200,-5900,-82490,-9000,5110,-786000,-2861000,295000,235860,108500,-154300,21880,-33000
-11000,-86000,-25000,9000,58000,23000,110000,-29000,25000,0,23000,57000,-48000,-12000,80000,-6000,26000,59000,-78000,45000,18000,9000,-5000,-1000,8000,-149400,41000,50000,94000,38000
-1485600,-900,1432000,5900,-100,-9240000,20500,900,-5900,-6260,17700,-19600,41600,-7870,-28960,270600,18300,1110000,15800,79600,-554000,-25600,15100,68500,-2600,-9400,19100,-28600,23570,10260
-1817600,-1116000,-3920000,-726000,-28000,1070000,67500,-1253000,867000,1480000,35000,-1421000,-20000,169900,-1121000,156600,726000,-80000,2002000,86000,-1130000,-91300,452000,130000,-1120000,1473000,1211000,2290000,-199800,381000
-1245000,-980000,190000,-641000,64000,6e+05,-152000,-410000,1103000,-1845000,610000,-1470000,938000,667000,-248000,314000,1560000,-910000,391000,202000,-6e+05,179000,1e+05,510000,2825000,60000,760000,-1506000,-232000,307000
